"strongs_number","original_word","english_translation","transliteration","translated_word","word"
"H4505","מְנַחֵם","Menahem","Mᵉnachêm","مناحيم","مَنَحِيمُ"
"H4505","מְנַחֵם","Menahem","Mᵉnachêm","مناحيم","وَوَضَعَ مَنَحِيمُ"
"H4507","מְנִי","Destiny","Mᵉnîy","قدر","لِلسَّعْدِ الأَصْغَرِ"
"H4508","מִנִּי","Minni","Minnîy","ميني","وَمِنِّي"
"H4509","מִנְיָמִין","Miniamin","Minyâmîyn","Miniamin","وَلِمِنْيَامِينَ"
"H4509","מִנְיָמִין","Miniamin","Minyâmîyn","Miniamin","وَمَنْيَامِينُ"
"H4509","מִנְיָמִין","Miniamin","Minyâmîyn","Miniamin","وَمِنْيَامِينُ"
"H4511","מִנִּית","Minnith","Minnîyth","مينيث","إِلَى مِنِّيتَ"
"H4511","מִנִּית","Minnith","Minnîyth","مينيث","مِنِّيتَ"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","مَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","بَعْضٌ مِنْ مَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","فِي مَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","كَانَ مَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","لِمَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","لِي مَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","مِنْ مَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","وَكَمَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","وَلكِنْ مَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","وَلِمَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","وَلِي مَنَسَّى"
"H4519","מְנַשֶּׁה","Manasseh","Mᵉnashsheh","منسى","وَمَنَسَّى"
"H4532","מַסָּה","Massah","Maççâh","ماسة","مَسَّةَ"
"H4532","מַסָּה","Massah","Maççâh","ماسة","فِي مَسَّةَ"
"H4532","מַסָּה","Massah","Maççâh","ماسة","وَمَسَّةَ"
"H4558","מִסְפָּר","Mispar","Miçpâr","ميسبر","مِسْفَارُ"
"H4559","מִסְפֶּרֶת","Mispereth","Miçpereth","يسيء","مِسْفَارَثُ"
"H4572","מַעֲדַי","Maadai","Maʻăday","معادي","مَعَدَايُ"
"H4573","מַעֲדְיָה","Maadiah","Maʻădyâh","معدية","وَمَعَدْيَا"
"H4582","מָעוֹךְ","Maoch","Mâʻôwk","ماوخ","مَعُوكَ"
"H4584","מָעוֹן","Maon","Mâʻôwn","ماون","فِي مَعُونٍ"
"H4584","מָעוֹן","Maon","Mâʻôwn","ماون","مَعُونُ"
"H4584","מָעוֹן","Maon","Mâʻôwn","ماون","مَعُونٍ"
"H4584","מָעוֹן","Maon","Mâʻôwn","ماون","وَالْمَعُونِيُّونَ"
"H4584","מָעוֹן","Maon","Mâʻôwn","ماون","وَمَعُونُ"
"H4587","מְעוֹנֹתַי","Meonothai","Mᵉʻôwnôthay","Meonothai","وَمَعُونُوثَايُ"
"H4590","מַעַזְיָהוּ","Maaziah","Maʻazyâh","معزية","لِمَعَزْيَا"
"H4590","מַעַזְיָהוּ","Maaziah","Maʻazyâh","معزية","وَمَعَزْيَا"
"H4597","מָעַי","Maai","Mâʻay","ماي","وَمَاعَايُ"
"H4601","מַעֲכָה","Maacah","Maʻăkâh","معكة","مَعْكَةَ"
"H4601","מַעֲכָה","Maacah","Maʻăkâh","معكة","مَعْكَةُ"
"H4601","מַעֲכָה","Maacah","Maʻăkâh","معكة","وَأَمَّا مَعْكَةُ"
"H4601","מַעֲכָה","Maacah","Maʻăkâh","معكة","وَالْمَعْكِيُّ"
"H4601","מַעֲכָה","Maacah","Maʻăkâh","معكة","وَمَعْكَةَ"
"H4610","מַעֲלֵה עַקְרַבִּים","Slopes of Akrabbin","Maʻălêh ʻAqrabbîym","منحدرات Akrabbin","عَقَبَةِ عَقْرِبِّيمَ"
"H4610","מַעֲלֵה עַקְרַבִּים","Slopes of Akrabbin","Maʻălêh ʻAqrabbîym","منحدرات Akrabbin","عَقْرِبِّيمَ"
"H4619","מַ֫עַץ","Maaz","Maʻats","معاذ","مَعَصٌ"
"H4632","מְעָרָה","Mearah","Mᵉʻârâh","ميرا","وَمَُغَارَةُ"
"H4638","מַעֲרָת","Maarath","Maʻărâth","معرة","وَمَعَارَةُ"
"H4640","מַעֲשַׂי","Maasai","Maʻăsay","الماساي","وَمَعْسَايُ"
"H4641","מַעֲשֵׂיָהוּ","Maaseiah","Maʻăsêyâh","معسيا","مَعَسِيَا"
"H4641","מַעֲשֵׂיָהוּ","Maaseiah","Maʻăsêyâh","معسيا","مَعْسِيَّا"
"H4641","מַעֲשֵׂיָהוּ","Maaseiah","Maʻăsêyâh","معسيا","مَعْشِيَّا"
"H4641","מַעֲשֵׂיָהוּ","Maaseiah","Maʻăsêyâh","معسيا","وَمَعَسِيَا"
"H4641","מַעֲשֵׂיָהוּ","Maaseiah","Maʻăsêyâh","معسيا","وَمَعَسْيَا"
"H4641","מַעֲשֵׂיָהוּ","Maaseiah","Maʻăsêyâh","معسيا","وَمَعْسِيَا"
"H4641","מַעֲשֵׂיָהוּ","Maaseiah","Maʻăsêyâh","معسيا","وَمَعْسِيَّا"
"H4648","מְפִיבֹשֶׁת","Mephibosheth","Mᵉphîybôsheth","مفيبوشث","يَا مَفِيبُوشَثُ"
"H4648","מְפִיבֹשֶׁת","Mephibosheth","Mᵉphîybôsheth","مفيبوشث","لِمَفِيبُوشَثَ"
"H4648","מְפִיבֹשֶׁת","Mephibosheth","Mᵉphîybôsheth","مفيبوشث","مَفِيبُوشَثَ"
"H4648","מְפִיבֹשֶׁת","Mephibosheth","Mᵉphîybôsheth","مفيبوشث","مَفِيبُوشَثُ"
"H4648","מְפִיבֹשֶׁת","Mephibosheth","Mᵉphîybôsheth","مفيبوشث","وَكَانَ لِمَفِيبُوشَثَ"
"H4648","מְפִיבֹשֶׁת","Mephibosheth","Mᵉphîybôsheth","مفيبوشث","وَمَفِيبُوشَثُ"
"H4648","מְפִיבֹשֶׁת","Mephibosheth","Mᵉphîybôsheth","مفيبوشث","وَمَفِيبُوشَثَ"
"H4649","מֻפִּים","Muppim","Muppîym","Muppim","وَمُفِّيمُ"
"H4681","מֹצָה","Mozah","Môtsâh","موزة","وَالْمُوصَةَ"
"H4706","מִצְעָר","Mizar","Mitsʻâr","الميزار","مِصْعَرَ"
"H4708","מִצְפֶּה","Mizpeh","Mitspeh","المصفاة","إِلَى مِصْفَاةِ"
"H4708","מִצְפֶּה","Mizpeh","Mitspeh","المصفاة","مِصْفَاةَ"
"H4708","מִצְפֶּה","Mizpeh","Mitspeh","المصفاة","وَالْمِصْفَاةَ"
"H4708","מִצְפֶּה","Mizpeh","Mitspeh","المصفاة","وَالْمِصْفَاةُ"
"H4708","מִצְפֶּה","Mizpeh","Mitspeh","المصفاة","وَمِنْ مِصْفَاةِ"
"H4709","מִצְפָּה","Mizpeh","Mitspâh","المصفاة","إِلَى الْمِصْفَاةِ"
"H4709","מִצְפָּה","Mizpeh","Mitspâh","المصفاة","الْمِصْفَاةِ"
"H4709","מִצְפָּה","Mizpeh","Mitspâh","المصفاة","فِي الْمِصْفَاةِ"
"H4709","מִצְפָּה","Mizpeh","Mitspâh","المصفاة","فِي مِصْفَاةَ"
"H4709","מִצְפָּה","Mizpeh","Mitspâh","المصفاة","وَ الْمِصْفَاةَ"
"H4709","מִצְפָּה","Mizpeh","Mitspâh","المصفاة","وَالْمِصْفَاةِ"
"H4709","מִצְפָּה","Mizpeh","Mitspâh","المصفاة","وَالْمِصْفَاةَ"
"H4719","מַקֵּדָה","Makkedah","Maqqêdâh","مقيدة","فِي مَقِّيدَةَ"
"H4719","מַקֵּדָה","Makkedah","Maqqêdâh","مقيدة","مَقِّيدَةَ"
"H4719","מַקֵּדָה","Makkedah","Maqqêdâh","مقيدة","مِنْ مَقِّيدَةَ"
"H4719","מַקֵּדָה","Makkedah","Maqqêdâh","مقيدة","وَمَقِّيدَةُ"
"H4722","מַקְהֵלֹת","Makheloth","Maqhêlôth","ماكيلوت","فِي مَقْهَيْلُوتَ"
"H4722","מַקְהֵלֹת","Makheloth","Maqhêlôth","ماكيلوت","مِنْ مَقْهَيْلُوتَ"
"H4732","מִקְלוֹת","Mikloth","Miqlôwth","ميكلوث","مَقْلُوثُ"
"H4732","מִקְלוֹת","Mikloth","Miqlôwth","ميكلوث","وَمِقْلُوثُ"
"H4737","מִקְנֵיָ֫הוּ","Mikneiah","Miqnêyâhûw","ميكنيا","وَمَقَنْيَا"
"H4739","מָקַץ","Makaz","Mâqats","مكاز","فِي مَاقَصَ"
"H4755","מָרָא","Mara","Mârâʼ","مارا","مُرَّةَ"
"H4762","מָרֵשָׁה","Mareshah","Marʼêshâh","مريشة","عِنْدَ مَرِيشَةَ"
"H4762","מָרֵשָׁה","Mareshah","Marʼêshâh","مريشة","مَرِيشَةَ"
"H4762","מָרֵשָׁה","Mareshah","Marʼêshâh","مريشة","مِنْ مَرِيشَةَ"
"H4762","מָרֵשָׁה","Mareshah","Marʼêshâh","مريشة","وَمَرِيشَةَ"
"H4762","מָרֵשָׁה","Mareshah","Marʼêshâh","مريشة","وَمَرِيشَةُ"
"H4764","מֵרָב","Merab","Mêrâb","مراب","مَيْرَبَ"
"H4764","מֵרָב","Merab","Mêrâb","مراب","مَيْرَبُ"
"H4778","מֶ֫רֶד","Mered","Mered","ميريد","مَرَدُ"
"H4778","מֶ֫רֶד","Mered","Mered","ميريد","وَمَرَدُ"
"H4781","מְרֹדָךְ","Marduk","Mᵉrôdâk","مردوخ","مَرُودَخُ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","إِلَى مُرْدَخَايَ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","بَيْنَمَا كَانَ مُرْدَخَايُ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","عِنْدَ مُرْدَخَايَ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","كَانَ مُرْدَخَايُ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","لِمُرْدَخَايَ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","مُرْدَخَايَ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","مُرْدَخَايُ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","وَأَمَّا مُرْدَخَايُ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","وَكَانَ مُرْدَخَايُ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","وَمُرْدَخَايَ"
"H4782","מׇרְדֳּכַי","Mordecai","Mordᵉkay","مردخاي","وَمُرْدَخَايُ"
"H4785","מָרָה","Marah","Mârâh","مرح","مَارَّةَ"
"H4785","מָרָה","Marah","Mârâh","مرح","فِي مَارَّةَ"
"H4785","מָרָה","Marah","Mârâh","مرح","مِنْ مَارَّةَ"
"H4789","מֵרוֹז","Meroz","Mêrôwz","ميروز","مِيرُوزَ"
"H4792","מֵרוֹם","Merom","Mêrôwm","ميروم","مَيْرُومَ"
"H4796","מָרוֹת","Maroth","Mârôwth","ماروث","فِي مَارُوثَ"
"H4807","מְרִיב בַּ֫עַל","Merib-baal","Mᵉrîyb Baʻal","مريب بعل","مَرِيبْبَعَلُ"
"H4807","מְרִיב בַּ֫עַל","Merib-baal","Mᵉrîyb Baʻal","مريب بعل","وَمَرِيبْبَعَلُ"
"H4809","מְרִיבָה","Meribah","Mᵉrîybâh","مريبة","كَمَا فِي مَرِيبَةَ"
"H4809","מְרִיבָה","Meribah","Mᵉrîybâh","مريبة","مَرِيبَةَ"
"H4809","מְרִיבָה","Meribah","Mᵉrîybâh","مريبة","مَرِيبَةَِ"
"H4809","מְרִיבָה","Meribah","Mᵉrîybâh","مريبة","مَرِيبَةِ"
"H4809","מְרִיבָה","Meribah","Mᵉrîybâh","مريبة","مَرِيبُوثَ"
"H4809","מְרִיבָה","Meribah","Mᵉrîybâh","مريبة","وَمَرِيبَةَ"
"H4811","מְרָיָה","Meraiah","Mᵉrâyâh","مرايا","مَرَايَا"
"H4812","מְרָיוֹת","Meraioth","Mᵉrâyôwth","مريوث","مَرَايُوثَ"
"H4812","מְרָיוֹת","Meraioth","Mᵉrâyôwth","مريوث","وَلِمَرَايُوثَ"
"H4812","מְרָיוֹת","Meraioth","Mᵉrâyôwth","مريوث","وَمَرَايُوثُ"
"H4813","מִרְיָם","Miriam","Miryâm","ميريام","بِمَرْيَمَ"
"H4813","מִרְיָם","Miriam","Miryâm","ميريام","مَرْيَمَ"
"H4813","מִרְיָם","Miriam","Miryâm","ميريام","مَرْيَمُ"
"H4813","מִרְיָם","Miriam","Miryâm","ميريام","وَمَرْيَمَ"
"H4813","מִרְיָם","Miriam","Miryâm","ميريام","وَمَرْيَمُ"
"H4821","מִרְמָה","Mirmah","Mirmâh","ميرما","وَمِرْمَةَ"
"H4822","מְרֵמוֹת","Meremoth","Mᵉrêmôwth","مريموث","مَرِيمُوثَ"
"H4822","מְרֵמוֹת","Meremoth","Mᵉrêmôwth","مريموث","مَرِيمُوثُ"
"H4822","מְרֵמוֹת","Meremoth","Mᵉrêmôwth","مريموث","وَمَرِيمُوثُ"
"H4825","מֶ֫רֶס","Meres","Mereç","ميريس","وَمَرَسَ"
"H4826","מַרְסְנָא","Marsena","Marçᵉnâʼ","مارسينا","وَمَرْسَنَا"
"H4831","מַרְעֲלָה","Maralah","Marʻălâh","مارالاه","وَمَرْعَلَةَ"
"H4847","מְרָרִי","Merari","Mᵉrârîy","ميراري","لِمَرَارِي"
"H4847","מְרָרִי","Merari","Mᵉrârîy","ميراري","مَرَارِي"
"H4847","מְרָרִי","Merari","Mᵉrârîy","ميراري","وَلِمَرَارِي"
"H4847","מְרָרִי","Merari","Mᵉrârîy","ميراري","وَمَرَارِي"
"H4848","מְרָרִי","Merarite","Mᵉrârîy","مراريت","الْمَرَارِيِّينَ"
"H4850","מְרָתַיִם","Merathaim","Mᵉrâthayim","مراثايم","مِرَاثَايِمَ"
"H4851","מַשׁ","Mash","Mash","الهريس","وَمَاشُ"
"H4852","מֵשָׁא","Mesha","Mêshâʼ","ميشا","مِنْ مِيشَا"
"H4854","מַשָּׂא","Massa","Massâʼ","ماسا","وَمَسَّا"
"H4861","מִשְׁאָל","Mishal","Mishʼâl","مشعل","مِشْآلُ"
"H4861","מִשְׁאָל","Mishal","Mishʼâl","مشعل","وَمِشْآلَ"
"H4869","מִשְׂגָּב","high refuge","misgâb","مسجاب","ارْتِفَاعِ"
"H4869","מִשְׂגָּב","Misgab","misgâb","مسجاب","ارْتِفَاعِ"
"H4869","מִשְׂגָּב","high refuge","misgâb","ملجأ عالي","ارْتِفَاعِ"
"H4869","מִשְׂגָּב","Misgab","misgâb","ملجأ عالي","ارْتِفَاعِ"
"H4869","מִשְׂגָּב","high refuge","misgâb","مسجاب","صَرْحًا"
"H4869","מִשְׂגָּב","Misgab","misgâb","مسجاب","صَرْحًا"
"H4869","מִשְׂגָּב","high refuge","misgâb","ملجأ عالي","صَرْحًا"
"H4869","מִשְׂגָּב","Misgab","misgâb","ملجأ عالي","صَرْحًا"
"H4869","מִשְׂגָּב","high refuge","misgâb","مسجاب","مِسْجَابُ"
"H4869","מִשְׂגָּב","Misgab","misgâb","مسجاب","مِسْجَابُ"
"H4869","מִשְׂגָּב","high refuge","misgâb","ملجأ عالي","مِسْجَابُ"
"H4869","מִשְׂגָּב","Misgab","misgâb","ملجأ عالي","مِسْجَابُ"
"H4869","מִשְׂגָּב","high refuge","misgâb","مسجاب","مَلْجَأً"
"H4869","מִשְׂגָּב","Misgab","misgâb","مسجاب","مَلْجَأً"
"H4869","מִשְׂגָּב","high refuge","misgâb","ملجأ عالي","مَلْجَأً"
"H4869","מִשְׂגָּב","Misgab","misgâb","ملجأ عالي","مَلْجَأً"
"H4869","מִשְׂגָּב","high refuge","misgâb","مسجاب","مَلْجَأُنَا"
"H4869","מִשְׂגָּב","Misgab","misgâb","مسجاب","مَلْجَأُنَا"
"H4869","מִשְׂגָּב","high refuge","misgâb","ملجأ عالي","مَلْجَأُنَا"
"H4869","מִשְׂגָּב","Misgab","misgâb","ملجأ عالي","مَلْجَأُنَا"
"H4869","מִשְׂגָּב","high refuge","misgâb","مسجاب","مَلْجَأُهُ"
"H4869","מִשְׂגָּב","Misgab","misgâb","مسجاب","مَلْجَأُهُ"
"H4869","מִשְׂגָּב","high refuge","misgâb","ملجأ عالي","مَلْجَأُهُ"
"H4869","מִשְׂגָּב","Misgab","misgâb","ملجأ عالي","مَلْجَأُهُ"
"H4869","מִשְׂגָּב","high refuge","misgâb","مسجاب","مَلْجَإِي"
"H4869","מִשְׂגָּב","Misgab","misgâb","مسجاب","مَلْجَإِي"
"H4869","מִשְׂגָּב","high refuge","misgâb","ملجأ عالي","مَلْجَإِي"
"H4869","מִשְׂגָּב","Misgab","misgâb","ملجأ عالي","مَلْجَإِي"
"H4869","מִשְׂגָּב","high refuge","misgâb","مسجاب","وَمَلْجَإِي"
"H4869","מִשְׂגָּב","Misgab","misgâb","مسجاب","وَمَلْجَإِي"
"H4869","מִשְׂגָּב","high refuge","misgâb","ملجأ عالي","وَمَلْجَإِي"
"H4869","מִשְׂגָּב","Misgab","misgâb","ملجأ عالي","وَمَلْجَإِي"
"H4877","מְשׁוֹבָב","Meshobab","Mᵉshôwbâb","مشوباب","وَمَشُوبَابُ"
"H4898","מְשֵׁיזַבְאֵל","Meshezabel","Mᵉshêyzabʼêl","مشيزابل","مَشِيزَبْئِيلَ"
"H4898","מְשֵׁיזַבְאֵל","Meshezabel","Mᵉshêyzabʼêl","مشيزابل","وَمَشِيزَبْئِيلُ"
"H4902","מֶ֫שֶׁךְ","Meshech","Meshek","مشيك","فِي مَاشِكَ"
"H4902","מֶ֫שֶׁךְ","Meshech","Meshek","مشيك","مَاشِكَ"
"H4902","מֶ֫שֶׁךְ","Meshech","Meshek","مشيك","مَاشِكُ"
"H4902","מֶ֫שֶׁךְ","Meshech","Meshek","مشيك","وَمَاشِكُ"
"H4905","מַשְׂכִּיל","Maschil","maskîyl","Maschil","قَصِيدَةٌ"
"H4905","מַשְׂכִּיל","Maschil","maskîyl","Maschil","قَصِيدَةً"
"H4913","מָשָׁל","Mashal","Mâshâl","مشعل","مَشْآلُ"
"H4918","מְשֻׁלָּם","Meshullam","Mᵉshullâm","مشلام","مَشُلاَّمَ"
"H4918","מְשֻׁלָּם","Meshullam","Mᵉshullâm","مشلام","مَشُلاَّمُ"
"H4918","מְשֻׁלָּם","Meshullam","Mᵉshullâm","مشلام","مُشُلاَّمُ"
"H4918","מְשֻׁלָּם","Meshullam","Mᵉshullâm","مشلام","وَمَشُلاَّمَ"
"H4918","מְשֻׁלָּם","Meshullam","Mᵉshullâm","مشلام","وَمَشُلاَّمُ"
"H4918","מְשֻׁלָּם","Meshullam","Mᵉshullâm","مشلام","وَمُشُلاَّمُ"
"H4919","מְשִׁלֵּמוֹת","Meshillemoth","Mᵉshillêmôwth","مشيلموث","مَشُلِّيمُوتَ"
"H4919","מְשִׁלֵּמוֹת","Meshillemoth","Mᵉshillêmôwth","مشيلموث","مَشْلِيمُوثَ"
"H4920","מְשֶׁלֶמְיָהוּ","Meshelemiah","Mᵉshelemyâh","مشلميا","مَشَلَمْيَا"
"H4920","מְשֶׁלֶמְיָהוּ","Meshelemiah","Mᵉshelemyâh","مشلميا","مَشَلْمِيَا"
"H4920","מְשֶׁלֶמְיָהוּ","Meshelemiah","Mᵉshelemyâh","مشلميا","وَكَانَ لِمَشَلَمْيَا"
"H4921","מְשִׁלֵּמִית","Meshillemith","Mᵉshillêmîyth","مشيلميث","مَشِلِّيمِيتَ"
"H4922","מְשֻׁלֶּ֫מֶת","Meshullemeth","Mᵉshullemeth","مشلميث","مَشُلَّمَةُ"
"H4925","מִשְׁמַנָּה","Mishmannah","Mishmannâh","مشمانه","وَمِشْمِنَّةُ"
"H4927","מִשְׁמָע","Mishma","Mishmâʻ","ميشما","مِشْمَاعَ"
"H4927","מִשְׁמָע","Mishma","Mishmâʻ","ميشما","مِشْمَاعُ"
"H4927","מִשְׁמָע","Mishma","Mishmâʻ","ميشما","وَمِشْمَاعُ"
"H4936","מִשְׁעָם","Misham","Mishʻâm","مشم","وَمِشْعَامُ"
"H4956","מִשְׂרְפוֹת מַיִם","Misrephoth-maim","Misrᵉphôwth mayim","مسرفوث ميم","مِسْرَفُوتَ مَايِمَ"
"H4956","מִשְׂרְפוֹת מַיִם","Misrephoth-maim","Misrᵉphôwth mayim","مسرفوث ميم","مِسْرَفُوتَِ مَايِمَ"
"H4957","מַשְׂרֵקָה","Masrekah","Masrêqâh","مسريقة","مِنْ مَسْرِيقَةَ"
"H4965","מֶתֶג הָאַמָּה","Metheg-ammah","Metheg hâ-ʼAmmâh","Metheg-Amah","زِمَامَ الْقَصَبَةِ"
"H4967","מְתוּשָׁאֵל","Methushael","Mᵉthûwshâʼêl","ميثوشيل","مَتُوشَائِيلَ"
"H4967","מְתוּשָׁאֵל","Methushael","Mᵉthûwshâʼêl","ميثوشيل","وَمَتُوشَائِيلُ"
"H4968","מְתוּשֶׁ֫לַח","Methuselah","Mᵉthûwshelach","متوشالح","مَتُوشَالَحَ"
"H4968","מְתוּשֶׁ֫לַח","Methuselah","Mᵉthûwshelach","متوشالح","مَتُوشَالَحُ"
"H4977","מַתָּן","Mattan","Mattân","ماتان","مَتَّانَ"
"H4980","מַתָּנָה","Mattanah","Mattânâh","متانة","إِلَى مَتَّانَةَ"
"H4980","מַתָּנָה","Mattanah","Mattânâh","متانة","وَمِنْ مَتَّانَةَ"
"H4982","מַתְּנַי","Mattenai","Mattᵉnay","ماتيناي","مَتَّنَايُ"
"H4982","מַתְּנַי","Mattenai","Mattᵉnay","ماتيناي","مَتْنَايُ"
"H4982","מַתְּנַי","Mattenai","Mattᵉnay","ماتيناي","وَمَتَّنَايُ"
"H4983","מַתַּנְיָ֫הוּ","Mattaniah","Mattanyâh","متنيا","لِمَتَّنْيَا"
"H4983","מַתַּנְיָ֫הוּ","Mattaniah","Mattanyâh","متنيا","مَتَّنِيَّا"
"H4983","מַתַּנְיָ֫הוּ","Mattaniah","Mattanyâh","متنيا","مَتَّنْيَا"
"H4983","מַתַּנְיָ֫הוּ","Mattaniah","Mattanyâh","متنيا","وَكَانَ مَتَّنْيَا"
"H4983","מַתַּנְיָ֫הוּ","Mattaniah","Mattanyâh","متنيا","وَمَتَنْيَا"
"H4983","מַתַּנְיָ֫הוּ","Mattaniah","Mattanyâh","متنيا","وَمَتَّنْيَا"
"H4989","מִתְקָה","Mithkah","Mithqâh","مثقة","فِي مِثْقَةَ"
"H4989","מִתְקָה","Mithkah","Mithqâh","مثقة","مِنْ مِثْقَةَ"
"H4990","מִתְרְדָת","Mithredath","Mithrᵉdâth","ميثريداث","مِثْرَدَاثَ"
"H4990","מִתְרְדָת","Mithredath","Mithrᵉdâth","ميثريداث","وَمِثْرَدَاثُ"
"H4992","מַתַּתָּה","Mattathah","Mattattâh","متاثاه","ومَتَّاثَا"
"H4993","מַתִּתְיָ֫הוּ","Mattithiah","Mattithyâh","متثيا","لِمَتَّثْيَا"
"H4993","מַתִּתְיָ֫הוּ","Mattithiah","Mattithyâh","متثيا","مَتَّثْيَا"
"H4993","מַתִּתְיָ֫הוּ","Mattithiah","Mattithyâh","متثيا","وَمَتَّثْيَا"
"H4996","נֹא","No","Nôʼ","لا","فِي نُو"
"H4996","נֹא","No","Nôʼ","لا","مِنْ نُوَ"
"H4996","נֹא","No","Nôʼ","لا","نُو"
"H4996","נֹא","No","Nôʼ","لا","وَنُو"
"H5011","נֹב","Nob","Nôb","نوب","إِلَى نُوبٍ"
"H5011","נֹב","Nob","Nôb","نوب","إِلَى نُوبَ"
"H5011","נֹב","Nob","Nôb","نوب","فِي نُوبٍ"
"H5011","נֹב","Nob","Nôb","نوب","فِي نُوبَ"
"H5011","נֹב","Nob","Nôb","نوب","نُوبَ"
"H5011","נֹב","Nob","Nôb","نوب","وَنُوبٍ"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","لِنَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","لِنَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","لِنَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","لِنَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","نَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","نَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","نَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","نَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","نَبُوَ"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","نَبُوَ"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","نَبُوَ"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","نَبُوَ"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","وَنَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","وَنَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","وَنَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","وَنَبُو"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","وَنَبُوَ"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","وَنَبُوَ"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","وَنَبُوَ"
"H5015","נְבוֹ","Nebo","Nᵉbôw","نيبو","وَنَبُوَ"
"H5018","נְבוּזַרְאֲדָן","Nebuzaradan","Nᵉbûwzarʼădân","نبوزرادان","نَبُوزَرَادَانَ"
"H5018","נְבוּזַרְאֲדָן","Nebuzaradan","Nᵉbûwzarʼădân","نبوزرادان","نَبُوزَرَادَانُ"
"H5018","נְבוּזַרְאֲדָן","Nebuzaradan","Nᵉbûwzarʼădân","نبوزرادان","وَلكِنَّ نَبُوزَرَادَانَ"
"H5021","נְבוּשַׁזְבָּן","Nebushazban","Nᵉbûwshazbân","نيبوشزبان","وَنَبُوشَزْبَانُ"
"H5022","נָבוֹת","Naboth","Nâbôwth","نابوت","أَنَّ نَابُوتَ"
"H5022","נָבוֹת","Naboth","Nâbôwth","نابوت","لِنَابُوتَ"
"H5022","נָבוֹת","Naboth","Nâbôwth","نابوت","نَابُوتَ"
"H5022","נָבוֹת","Naboth","Nâbôwth","نابوت","نَابُوتُ"
"H5025","נֹ֫בַח","Nobah","Nôbach","نوبة","نُوبَحَ"
"H5025","נֹ֫בַח","Nobah","Nôbach","نوبة","نُوبَحُ"
"H5026","נִבְחַז","Nibhaz","Nibchaz","نيباز","نِبْحَزَ"
"H5028","נְבָט","Nebat","Nᵉbâṭ","نباط","نَابَاطَ"
"H5028","נְבָט","Nebat","Nᵉbâṭ","نباط","نَبَاطَ"
"H5032","נְבָיוֹת","Nebaioth","Nᵉbâyôwth","نبايوت","نَبَايُوتَ"
